Customer ID,TotalSales,TotalQuantity,TotalOrders,NumberOfProducts,CustomerSegment
13759.0,659.41,287,2,24,Low Value
13760.0,1363.64,623,5,96,Medium Value
13761.0,1952.17,1079,6,118,Medium Value
13762.0,2472.48,2608,5,25,Medium Value
13763.0,5217.44,3224,3,50,High Value
13764.0,2919.62,2084,6,301,Medium Value
13765.0,352.82,297,1,17,Low Value
13766.0,190.35,137,1,16,Low Value
13767.0,33903.57,14595,73,127,High Value
13768.0,875.97,373,2,30,Low Value
13769.0,5478.12,2452,20,123,High Value
13770.0,785.37,468,4,48,Low Value
13771.0,5728.82,3140,9,188,High Value
13772.0,3100.02,1446,8,411,Medium Value
13773.0,301.54,174,2,19,Low Value
13774.0,345.0,192,1,22,Low Value
13775.0,1049.66,455,1,63,Medium Value
13776.0,623.98,2,2,1,Low Value
13777.0,49638.26,23190,61,47,High Value
13778.0,1124.49,511,4,33,Medium Value
13779.0,161.13,53,1,27,Low Value
13780.0,732.07,479,3,90,Low Value
13781.0,778.83,300,3,56,Low Value
13782.0,1786.08,643,13,190,Medium Value
13783.0,1542.09,3437,4,4,Medium Value
13784.0,2910.23,2827,14,13,Medium Value
13785.0,542.49,151,4,27,Low Value
13786.0,3127.99,1515,6,80,Medium Value
13787.0,1222.5,998,6,73,Medium Value
13788.0,3.75,1,1,1,Low Value
13789.0,239.46,258,1,18,Low Value
13790.0,348.8,748,1,45,Low Value
13791.0,1516.0,1200,2,7,Medium Value
13792.0,383.95,156,3,23,Low Value
13793.0,96.0,52,1,7,Low Value
13794.0,126.03,63,1,9,Low Value
13795.0,836.3,1250,4,24,Low Value
13796.0,289.7,218,1,22,Low Value
13797.0,1179.45,573,3,71,Medium Value
13798.0,75428.87,48187,110,188,High Value
13799.0,2803.57,1539,9,65,Medium Value
13800.0,1679.56,891,3,73,Medium Value
13801.0,324.8,168,1,23,Low Value
13802.0,26259.11,14129,19,225,High Value
13803.0,1338.91,831,3,74,Medium Value
13804.0,3161.12,1797,9,150,Medium Value
13805.0,924.6,1900,2,10,Low Value
13806.0,256.38,56,1,10,Low Value
13807.0,422.2,116,3,24,Low Value
13808.0,1747.66,782,5,70,Medium Value
13809.0,679.7,281,3,23,Low Value
13810.0,1499.01,312,3,32,Medium Value
13811.0,814.5,68,3,7,Low Value
13812.0,539.0,333,3,33,Low Value
13813.0,2765.47,1292,8,97,Medium Value
13814.0,2257.32,1214,3,60,Medium Value
13815.0,7475.74,5381,8,233,High Value
13816.0,571.67,269,2,25,Low Value
13817.0,382.98,211,2,20,Low Value
13818.0,61.28,60,1,5,Low Value
13819.0,2642.35,2309,6,52,Medium Value
13820.0,652.75,285,3,71,Low Value
13821.0,1379.08,477,6,160,Medium Value
13822.0,632.0,611,2,90,Low Value
13823.0,3403.45,1564,7,116,Medium Value
13824.0,3314.76,1442,12,61,Medium Value
13825.0,255.59,182,2,38,Low Value
13826.0,189.5,82,1,10,Low Value
13827.0,409.8,138,3,83,Low Value
13828.0,209.49,311,1,15,Low Value
13829.0,102.0,12,1,1,Low Value
13830.0,156.85,47,1,11,Low Value
13831.0,6585.54,2393,18,122,High Value
13832.0,609.89,420,2,54,Low Value
13833.0,700.41,243,2,43,Low Value
13834.0,324.19,221,2,15,Low Value
13835.0,1095.27,520,7,60,Medium Value
13836.0,620.37,273,2,29,Low Value
13837.0,266.59,182,2,17,Low Value
13838.0,1690.07,694,10,334,Medium Value
13839.0,139.95,25,1,7,Low Value
13840.0,651.4,358,1,40,Low Value
13841.0,85.0,100,1,1,Low Value
13842.0,5319.34,2716,18,219,High Value
13843.0,319.75,145,1,18,Low Value
13844.0,361.62,196,1,20,Low Value
13845.0,312.98,182,1,9,Low Value
13846.0,1307.79,705,4,81,Medium Value
13847.0,310.72,96,1,19,Low Value
13848.0,3015.0,9200,8,3,Medium Value
13849.0,3469.3,1883,5,192,Medium Value
13850.0,1595.48,944,1,93,Medium Value
13851.0,4606.46,2525,8,112,Medium Value
13852.0,187.35,85,1,11,Low Value
13853.0,1090.14,312,1,23,Medium Value
13854.0,11944.56,3642,39,61,High Value
13855.0,1310.34,575,4,64,Medium Value
13856.0,1142.03,1105,11,34,Medium Value
13857.0,1001.01,782,6,99,Medium Value
13858.0,216.17,75,1,11,Low Value
13859.0,515.86,167,2,34,Low Value
13860.0,1245.9,591,5,58,Medium Value
13861.0,273.26,225,2,21,Low Value
13862.0,2556.09,1927,9,114,Medium Value
13863.0,1239.55,553,4,59,Medium Value
13864.0,662.4,192,1,1,Low Value
13865.0,501.56,204,4,26,Low Value
13866.0,145.67,57,1,7,Low Value
13867.0,1005.09,501,3,51,Medium Value
13868.0,3192.54,1964,2,32,Medium Value
13869.0,7996.87,4302,10,515,High Value
13870.0,5712.08,3449,15,159,High Value
13871.0,7885.85,3502,17,191,High Value
13872.0,919.57,339,3,52,Low Value
13873.0,1038.92,472,8,55,Medium Value
13874.0,2049.15,864,7,46,Medium Value
13875.0,4814.37,3072,14,168,Medium Value
13876.0,122.7,36,1,7,Low Value
13877.0,449.68,478,3,23,Low Value
13878.0,2416.9,927,4,93,Medium Value
13879.0,395.5,204,1,25,Low Value
13880.0,4293.86,2535,17,149,Medium Value
13881.0,45179.1,29760,43,198,High Value
13882.0,1191.13,953,5,54,Medium Value
13883.0,6560.02,3584,15,212,High Value
13884.0,1825.03,752,10,111,Medium Value
13885.0,506.8,182,2,28,Low Value
13886.0,243.56,126,1,16,Low Value
13887.0,349.55,147,1,19,Low Value
13888.0,2001.59,795,7,124,Medium Value
13889.0,1991.23,979,6,57,Medium Value
13890.0,2927.38,1392,14,102,Medium Value
13891.0,859.21,476,3,97,Low Value
13892.0,1267.65,3125,6,33,Medium Value
13893.0,821.1,190,1,21,Low Value
13894.0,564.62,354,3,25,Low Value
13895.0,4008.52,2060,6,155,Medium Value
13896.0,388.55,149,1,20,Low Value
13897.0,1160.72,820,3,58,Medium Value
13898.0,686.4,544,2,43,Low Value
13899.0,388.52,156,2,19,Low Value
13900.0,1610.59,938,6,80,Medium Value
13901.0,5676.34,3344,15,282,High Value
13902.0,34095.26,220600,5,58,High Value
13903.0,165.45,103,1,10,Low Value
13904.0,332.64,332,2,24,Low Value
13905.0,312.65,135,1,12,Low Value
13906.0,42.0,100,1,1,Low Value
13907.0,136.8,68,1,4,Low Value
13908.0,2369.55,1478,4,104,Medium Value
13909.0,282.85,301,2,36,Low Value
13911.0,4234.99,4487,20,178,Medium Value
13912.0,124.95,29,1,7,Low Value
13913.0,42.22,10,1,3,Low Value
13914.0,626.45,380,2,29,Low Value
13915.0,70.8,24,1,2,Low Value
13916.0,1275.81,673,4,72,Medium Value
13917.0,272.04,228,2,16,Low Value
13918.0,1212.84,1140,2,30,Medium Value
13919.0,1360.68,1133,4,66,Medium Value
13920.0,1774.68,1772,4,82,Medium Value
13921.0,730.7,210,4,36,Low Value
13922.0,865.2,467,3,30,Low Value
13923.0,351.13,185,1,20,Low Value
13924.0,1838.85,1575,6,90,Medium Value
13925.0,678.25,331,4,28,Low Value
13926.0,223.85,104,1,11,Low Value
13927.0,708.26,463,2,39,Low Value
13928.0,464.57,129,4,23,Low Value
13929.0,3494.1,1566,11,38,Medium Value
13930.0,337.34,274,2,15,Low Value
13931.0,5257.38,3488,11,211,High Value
13932.0,307.4,72,1,16,Low Value
13933.0,608.79,205,2,23,Low Value
13934.0,922.1,390,1,31,Low Value
13935.0,6116.92,2252,3,70,High Value
13936.0,939.66,661,3,56,Low Value
13937.0,880.13,587,2,53,Low Value
13938.0,71.66,70,1,7,Low Value
13939.0,1560.96,1608,7,91,Medium Value
13940.0,839.14,516,4,39,Low Value
13941.0,10027.18,4782,15,43,High Value
13942.0,320.0,1000,1,1,Low Value
13943.0,246.54,94,1,15,Low Value
13944.0,200.43,153,1,35,Low Value
13945.0,854.15,413,2,49,Low Value
13946.0,1876.23,2847,6,49,Medium Value
13947.0,90.6,44,1,5,Low Value
13948.0,548.76,248,4,23,Low Value
13949.0,2427.32,2474,6,124,Medium Value
13950.0,745.06,323,4,33,Low Value
13951.0,674.45,459,3,38,Low Value
13952.0,12823.52,5947,14,265,High Value
13953.0,6640.68,5224,12,8,High Value
13954.0,439.92,150,2,24,Low Value
13955.0,544.07,272,3,82,Low Value
13956.0,1019.27,486,5,123,Medium Value
13957.0,458.25,157,3,23,Low Value
13958.0,4709.23,2264,8,172,Medium Value
13959.0,1064.77,694,6,120,Medium Value
13960.0,230.22,142,2,11,Low Value
13961.0,538.4,226,1,19,Low Value
13962.0,362.8,160,3,23,Low Value
13963.0,2860.57,2007,17,135,Medium Value
13964.0,438.9,228,2,22,Low Value
13965.0,996.61,425,3,23,Low Value
13966.0,384.26,760,1,21,Low Value
13967.0,166.3,66,2,4,Low Value
13968.0,123.66,174,1,8,Low Value
13969.0,12973.46,6640,35,494,High Value
13970.0,846.55,469,2,10,Low Value
13971.0,4667.57,3084,14,191,Medium Value
13972.0,190.25,187,2,15,Low Value
13973.0,264.7,109,1,11,Low Value
13974.0,677.72,356,2,43,Low Value
13975.0,5256.4,3884,12,450,High Value
13976.0,1192.36,452,4,50,Medium Value
13977.0,519.81,303,1,13,Low Value
13978.0,196.79,315,2,14,Low Value
13979.0,3379.93,2270,7,359,Medium Value
13980.0,768.82,463,5,57,Low Value
13981.0,331.14,234,1,22,Low Value
13982.0,3954.29,2478,9,134,Medium Value
13983.0,6753.89,3925,21,244,High Value
13984.0,1893.8,1301,12,53,Medium Value
13985.0,10020.86,4936,22,157,High Value
13986.0,320.46,430,1,12,Low Value
13987.0,682.54,492,2,46,Low Value
13988.0,4757.8,3385,8,220,Medium Value
13989.0,2026.06,2207,5,63,Medium Value
13990.0,311.3,190,1,16,Low Value
13991.0,852.88,995,6,59,Low Value
13992.0,219.5,154,3,10,Low Value
13993.0,6775.71,2135,19,125,High Value
13994.0,2274.14,932,6,122,Medium Value
13995.0,3902.01,2359,14,152,Medium Value
13996.0,895.76,613,2,29,Low Value
13997.0,376.46,143,3,36,Low Value
13998.0,566.7,204,3,30,Low Value
13999.0,9502.26,5043,29,201,High Value
14000.0,2046.34,1838,5,28,Medium Value
14001.0,4228.85,1779,9,63,Medium Value
14002.0,529.73,877,2,47,Low Value
14003.0,209.41,149,1,16,Low Value
14004.0,6258.45,3425,11,131,High Value
14005.0,2874.72,2478,5,53,Medium Value
14006.0,2196.67,2181,7,58,Medium Value
14007.0,79.48,16,1,5,Low Value
14008.0,509.04,326,1,32,Low Value
14009.0,1099.91,951,3,72,Medium Value
14010.0,445.15,177,2,20,Low Value
14011.0,457.82,644,2,32,Low Value
14012.0,328.8,160,1,11,Low Value
14013.0,1084.57,775,5,57,Medium Value
14014.0,1948.21,2004,3,76,Medium Value
14015.0,917.34,378,1,20,Low Value
14016.0,11403.41,5722,11,360,High Value
14017.0,229.75,73,1,14,Low Value
14018.0,367.15,224,1,13,Low Value
14019.0,1421.61,1037,3,38,Medium Value
14020.0,1249.01,648,4,63,Medium Value
14021.0,1716.58,878,7,84,Medium Value
14022.0,792.15,681,2,45,Low Value
14023.0,584.07,345,2,30,Low Value
14024.0,645.74,238,3,33,Low Value
14025.0,4057.9,1914,8,61,Medium Value
14026.0,713.11,427,2,41,Low Value
14027.0,104.82,62,1,6,Low Value
14028.0,10396.5,7170,3,3,High Value
14029.0,467.66,198,2,15,Low Value
14030.0,7521.8,4215,20,597,High Value
14031.0,39019.51,13783,44,294,High Value
14032.0,4546.41,3740,16,84,Medium Value
14033.0,109.44,576,1,1,Low Value
14034.0,648.89,420,3,82,Low Value
14035.0,2794.75,1405,9,71,Medium Value
14036.0,626.65,268,1,38,Low Value
14037.0,836.95,590,6,97,Low Value
14038.0,3069.88,1708,5,110,Medium Value
14039.0,267.28,192,2,10,Low Value
14040.0,12523.81,4972,35,364,High Value
14041.0,141.41,94,1,21,Low Value
14042.0,431.98,180,1,21,Low Value
14043.0,302.6,152,2,37,Low Value
14044.0,3077.7,2100,10,554,Medium Value
14045.0,10986.63,4459,16,19,High Value
14046.0,154.99,460,1,14,Low Value
14047.0,3968.11,1541,14,93,Medium Value
14048.0,748.69,467,3,126,Low Value
14049.0,13023.4,8480,13,586,High Value
14050.0,746.36,689,2,49,Low Value
14051.0,21770.98,5709,37,90,High Value
14052.0,466.66,174,2,115,Low Value
14053.0,572.3,490,4,2,Low Value
14054.0,92.46,62,1,6,Low Value
14055.0,1520.96,720,3,33,Medium Value
14056.0,8152.71,4252,23,331,High Value
14057.0,8346.66,6438,22,247,High Value
14058.0,469.19,211,2,23,Low Value
14059.0,183.6,128,1,8,Low Value
14060.0,8898.24,7419,30,102,High Value
14061.0,917.43,133,3,17,Low Value
14062.0,25585.65,12794,24,147,High Value
14063.0,22710.2,3850,9,30,High Value
14064.0,3260.24,3911,15,135,Medium Value
14065.0,891.02,582,3,42,Low Value
14066.0,152.55,45,1,7,Low Value
14067.0,374.7,361,2,51,Low Value
14068.0,1516.72,510,4,94,Medium Value
14069.0,225.81,58,2,39,Low Value
14070.0,321.6,85,1,40,Low Value
14071.0,1437.57,994,8,271,Medium Value
14072.0,390.85,65,1,19,Low Value
14073.0,151.04,130,1,13,Low Value
14074.0,219.4,228,1,6,Low Value
14075.0,1734.87,1494,6,59,Medium Value
14076.0,118.67,79,1,43,Low Value
14077.0,615.08,376,6,44,Low Value
14078.0,1553.47,586,9,107,Medium Value
14079.0,618.73,302,2,13,Low Value
14080.0,1115.68,268,5,75,Medium Value
14081.0,4867.57,3381,10,488,Medium Value
14082.0,413.36,246,2,48,Low Value
14083.0,1082.19,760,11,169,Medium Value
14084.0,150.5,306,1,7,Low Value
14085.0,9720.67,6434,33,492,High Value
14086.0,39.95,1,1,1,Low Value
14087.0,829.47,718,3,178,Low Value
14088.0,64036.8,15276,16,439,High Value
14089.0,158.75,133,1,13,Low Value
14090.0,76.32,72,1,1,Low Value
14091.0,9530.08,3316,2,13,High Value
14092.0,7229.45,3606,24,183,High Value
14093.0,433.86,391,1,95,Low Value
14094.0,311.77,158,1,41,Low Value
14095.0,2.95,1,1,1,Low Value
14096.0,65164.79,16352,17,1129,High Value
14097.0,422.86,352,2,39,Low Value
14098.0,147.35,104,1,21,Low Value
14099.0,5750.91,3666,20,281,High Value
14100.0,191.95,63,1,24,Low Value
14101.0,9961.93,10542,13,20,High Value
14102.0,1105.88,769,5,35,Medium Value
14104.0,743.53,496,5,118,Low Value
14105.0,5988.83,3534,5,208,High Value
14106.0,214.8,24,1,1,Low Value
14107.0,4877.3,3489,11,114,Medium Value
14108.0,1044.96,660,4,51,Medium Value
14109.0,144.2,88,1,9,Low Value
14110.0,12987.95,5825,33,189,High Value
14111.0,692.85,458,4,10,Low Value
14112.0,5834.59,3539,13,227,High Value
14113.0,7092.61,3439,16,82,High Value
14114.0,1364.09,650,7,72,Medium Value
14115.0,622.67,509,2,22,Low Value
14116.0,1382.74,707,5,61,Medium Value
14117.0,90.0,72,1,3,Low Value
14118.0,458.45,97,1,15,Low Value
14119.0,183.37,177,2,11,Low Value
14121.0,2780.15,2082,4,148,Medium Value
14122.0,362.42,114,3,12,Low Value
14123.0,436.18,234,1,24,Low Value
14124.0,419.58,1618,1,4,Low Value
14125.0,2720.63,1628,3,159,Medium Value
14126.0,1172.46,887,4,37,Medium Value
14127.0,1900.08,828,6,96,Medium Value
14128.0,924.21,814,3,54,Low Value
14129.0,2591.34,1414,9,46,Medium Value
14130.0,1858.77,1215,4,190,Medium Value
14131.0,168.22,105,1,45,Low Value
14132.0,3586.03,3368,11,99,Medium Value
14133.0,911.14,398,4,34,Low Value
14134.0,11123.35,5814,15,131,High Value
14135.0,8839.67,8534,24,141,High Value
14136.0,1570.81,1148,5,87,Medium Value
14137.0,332.7,462,1,11,Low Value
14138.0,965.88,600,2,40,Low Value
14139.0,1086.8,1049,4,49,Medium Value
14140.0,935.05,811,2,60,Low Value
14141.0,915.13,355,4,27,Low Value
14142.0,671.34,518,2,42,Low Value
14143.0,115.8,30,1,7,Low Value
14144.0,30.6,12,1,1,Low Value
14145.0,7600.05,1655,7,12,High Value
14146.0,9450.3,5780,12,344,High Value
14147.0,2590.2,995,9,25,Medium Value
14148.0,466.29,223,2,15,Low Value
14149.0,446.62,218,1,28,Low Value
14150.0,658.64,496,2,23,Low Value
14151.0,679.45,405,2,44,Low Value
14152.0,1997.34,1844,7,107,Medium Value
14153.0,233.4,312,1,17,Low Value
14154.0,6460.7,3222,8,239,High Value
14155.0,118.75,25,1,6,Low Value
14156.0,313437.62,164325,156,1572,High Value
14157.0,978.69,521,5,75,Low Value
14158.0,507.66,781,1,41,Low Value
14159.0,7860.8,6520,20,743,High Value
14160.0,8421.47,4661,7,80,High Value
14161.0,2996.93,1480,7,203,Medium Value
14162.0,289.36,142,2,25,Low Value
14163.0,2594.62,950,5,42,Medium Value
14164.0,1631.77,1033,2,28,Medium Value
14165.0,120.44,53,1,23,Low Value
14166.0,251.15,82,2,45,Low Value
14167.0,1274.29,340,8,48,Medium Value
14168.0,370.45,147,2,14,Low Value
14169.0,621.51,205,2,50,Low Value
14170.0,570.18,270,3,123,Low Value
14171.0,498.79,211,2,61,Low Value
14172.0,369.02,78,3,38,Low Value
14173.0,586.0,194,6,30,Low Value
14174.0,134.46,94,1,26,Low Value
14175.0,7678.88,3009,8,246,High Value
14176.0,756.46,265,5,33,Low Value
14177.0,2209.69,1043,13,146,Medium Value
14178.0,1600.26,1494,7,191,Medium Value
14179.0,701.57,319,2,135,Low Value
14180.0,6117.5,847,33,125,High Value
14181.0,308.35,120,2,48,Low Value
14182.0,678.77,174,4,42,Low Value
14183.0,278.34,60,2,27,Low Value
14184.0,452.89,127,1,24,Low Value
14185.0,197.65,6,1,3,Low Value
14186.0,1550.63,1550,5,78,Medium Value
14187.0,123.5,50,1,8,Low Value
14188.0,2054.36,1162,6,36,Medium Value
14189.0,5503.15,4392,16,200,High Value
14190.0,79.9,2,1,1,Low Value
14191.0,4817.66,3724,15,147,Medium Value
14192.0,293.74,218,1,14,Low Value
14193.0,1210.19,653,3,49,Medium Value
14194.0,18670.59,10037,36,454,High Value
14195.0,2615.6,2144,6,10,Medium Value
14196.0,335.52,142,1,6,Low Value
14197.0,390.05,143,1,20,Low Value
14198.0,1569.73,623,9,59,Medium Value
14199.0,1091.7,254,4,15,Medium Value
14200.0,379.2,140,1,21,Low Value
14201.0,1193.54,806,10,48,Medium Value
14202.0,847.76,166,3,27,Low Value
14203.0,339.34,80,1,16,Low Value
14204.0,1024.83,469,4,188,Medium Value
14205.0,2414.2,1342,9,85,Medium Value
14206.0,1185.01,930,3,62,Medium Value
14207.0,157.8,36,1,2,Low Value
14208.0,567.05,529,2,35,Low Value
14209.0,4993.27,1739,15,135,Medium Value
14210.0,5556.57,2511,16,159,High Value
14211.0,4402.29,2575,18,167,Medium Value
14212.0,2190.14,2046,2,19,Medium Value
14213.0,1192.2,244,1,5,Medium Value
14214.0,1004.38,751,5,64,Medium Value
14215.0,3250.33,2181,9,168,Medium Value
14216.0,2150.04,712,5,65,Medium Value
14217.0,3298.59,1230,23,125,Medium Value
14218.0,169.48,160,1,12,Low Value
14219.0,633.83,363,3,42,Low Value
14220.0,1515.0,468,4,26,Medium Value
14221.0,6517.49,3808,17,169,High Value
14222.0,683.17,607,1,41,Low Value
14223.0,991.13,585,3,50,Low Value
14224.0,1841.71,826,9,191,Medium Value
14225.0,2031.07,1167,4,70,Medium Value
14226.0,2985.13,1714,6,89,Medium Value
14227.0,6368.71,4048,15,263,High Value
14228.0,745.5,260,3,38,Low Value
14229.0,2594.04,934,7,42,Medium Value
14230.0,979.8,246,3,30,Low Value
14231.0,1235.62,610,4,66,Medium Value
14232.0,2048.07,1941,5,81,Medium Value
14233.0,2904.27,1261,7,51,Medium Value
14234.0,754.12,951,4,122,Low Value
14235.0,4717.99,3014,9,111,Medium Value
14236.0,1555.34,774,5,39,Medium Value
14237.0,471.14,238,2,26,Low Value
14238.0,434.23,189,3,13,Low Value
14239.0,4263.17,1729,21,107,Medium Value
14240.0,1247.49,655,3,48,Medium Value
14241.0,333.7,242,2,12,Low Value
14242.0,280.55,123,2,13,Low Value
14243.0,7217.75,3631,17,243,High Value
14244.0,366.42,814,1,16,Low Value
14245.0,1693.45,976,2,107,Medium Value
14246.0,1474.06,804,3,57,Medium Value
14247.0,753.56,378,5,82,Low Value
14248.0,1032.95,692,3,41,Medium Value
14249.0,5400.46,2383,12,180,High Value
14250.0,1904.05,1200,3,94,Medium Value
14251.0,2879.7,1674,5,37,Medium Value
14252.0,350.99,111,1,10,Low Value
14253.0,363.4,88,2,11,Low Value
14254.0,601.03,263,1,23,Low Value
14255.0,1000.63,1,1,1,Medium Value
14256.0,2460.79,1147,5,107,Medium Value
14257.0,5954.45,3332,9,177,High Value
14258.0,32051.34,17488,25,115,High Value
14259.0,120.0,68,1,5,Low Value
14260.0,824.28,544,3,50,Low Value
14261.0,1163.45,406,2,52,Medium Value
14262.0,2618.23,1645,8,88,Medium Value
14263.0,322.93,171,1,16,Low Value
14264.0,1517.36,553,6,62,Medium Value
14265.0,1373.35,715,4,73,Medium Value
14266.0,40.56,24,1,1,Low Value
14267.0,1516.24,530,3,25,Medium Value
14268.0,354.85,147,1,19,Low Value
14269.0,295.73,123,1,16,Low Value
14270.0,492.65,197,1,29,Low Value
14271.0,214.18,148,2,37,Low Value
14272.0,920.81,1097,4,62,Low Value
14273.0,559.97,264,4,22,Low Value
14274.0,256.6,178,1,15,Low Value
14275.0,1189.38,538,6,14,Medium Value
14276.0,2102.68,1406,7,86,Medium Value
14277.0,17197.61,89806,9,335,High Value
14278.0,205.83,131,1,13,Low Value
14279.0,191.86,46,2,3,Low Value
14280.0,134.04,52,1,8,Low Value
14281.0,245.15,45,1,7,Low Value
14282.0,7250.76,5166,25,110,High Value
14283.0,628.44,550,4,36,Low Value
14284.0,1299.65,510,3,59,Medium Value
14285.0,3284.42,954,8,48,Medium Value
14286.0,8479.76,8795,7,293,High Value
14287.0,176.63,261,3,9,Low Value
14288.0,426.6,188,1,16,Low Value
14289.0,911.26,292,6,34,Low Value
14290.0,4516.56,1600,8,122,Medium Value
14291.0,7904.1,6146,23,254,High Value
14292.0,9226.25,3429,16,127,High Value
14293.0,2903.01,1558,9,91,Medium Value
14294.0,375.34,190,1,23,Low Value
14295.0,2362.91,1029,5,66,Medium Value
14296.0,456.4,314,2,27,Low Value
14297.0,1305.33,865,4,48,Medium Value
14298.0,91194.49,100272,82,1399,High Value
14299.0,14070.25,8136,27,172,High Value
14300.0,43.2,32,1,3,Low Value
14301.0,1992.18,1686,4,37,Medium Value
14302.0,742.9,298,3,25,Low Value
14303.0,277.94,218,2,21,Low Value
14304.0,1725.01,775,3,71,Medium Value
14305.0,1858.96,1089,3,96,Medium Value
14306.0,3151.4,2065,6,43,Medium Value
14307.0,4287.92,2816,10,205,Medium Value
14308.0,1147.02,2,2,1,Medium Value
14309.0,3780.81,2583,11,125,Medium Value
14310.0,492.1,230,1,22,Low Value
14311.0,516.45,235,2,31,Low Value
14312.0,3090.29,1904,11,149,Medium Value
14314.0,229.8,332,2,10,Low Value
14315.0,3197.82,1344,8,84,Medium Value
14316.0,1370.34,4494,5,21,Medium Value
14317.0,508.58,255,1,24,Low Value
14318.0,158.02,152,1,9,Low Value
14319.0,494.85,329,1,26,Low Value
14320.0,1346.75,713,5,68,Medium Value
14321.0,2218.06,3275,7,162,Medium Value
14322.0,474.1,158,4,10,Low Value
14323.0,605.06,350,2,32,Low Value
14324.0,701.61,402,2,41,Low Value
14325.0,245.48,320,1,18,Low Value
14326.0,940.98,572,3,54,Low Value
14327.0,1894.93,1296,6,99,Medium Value
14328.0,445.05,1,1,1,Low Value
14329.0,9887.62,5913,15,365,High Value
14330.0,200.63,103,1,13,Low Value
14331.0,462.66,252,2,27,Low Value
14332.0,1917.41,875,5,47,Medium Value
14333.0,415.2,58,1,15,Low Value
14334.0,4318.48,2986,12,151,Medium Value
14335.0,454.86,375,2,55,Low Value
14336.0,1614.91,1759,4,77,Medium Value
14338.0,928.1,622,3,45,Low Value
14339.0,620.27,456,2,21,Low Value
14340.0,134.7,58,1,6,Low Value
14341.0,4452.02,2813,18,199,Medium Value
14342.0,918.44,521,6,27,Low Value
14343.0,1079.66,626,4,194,Medium Value
14344.0,2993.05,1546,20,140,Medium Value
14345.0,108.98,50,1,6,Low Value
14346.0,2315.75,1878,5,124,Medium Value
14347.0,82.6,48,1,6,Low Value
14348.0,409.57,183,1,18,Low Value
14349.0,133.5,86,1,31,Low Value
14350.0,972.03,543,3,55,Low Value
14351.0,51.0,12,1,1,Low Value
14352.0,1078.96,538,4,44,Medium Value
14353.0,376.5,344,3,18,Low Value
14354.0,163.62,210,2,9,Low Value
14355.0,840.05,617,3,57,Low Value
14356.0,701.23,277,2,33,Low Value
14357.0,225.12,147,1,39,Low Value
14358.0,400.06,338,2,21,Low Value
14359.0,912.18,371,3,44,Low Value
14360.0,2118.03,1139,4,104,Medium Value
14361.0,214.71,251,1,14,Low Value
14362.0,151.5,96,1,37,Low Value
14363.0,227.47,105,2,8,Low Value
14364.0,3717.35,1967,8,62,Medium Value
14365.0,634.68,557,2,50,Low Value
14366.0,136.0,16,1,1,Low Value
14367.0,9227.82,4426,16,272,High Value
14368.0,155.0,36,1,8,Low Value
14369.0,469.13,255,2,24,Low Value
14370.0,1175.78,266,6,37,Medium Value
14371.0,100.5,34,1,4,Low Value
14372.0,860.08,378,2,36,Low Value
14373.0,76.55,17,1,4,Low Value
14374.0,108.0,20,1,7,Low Value
14375.0,1106.82,647,3,177,Medium Value
14376.0,215.46,50,1,17,Low Value
14377.0,617.05,219,2,11,Low Value
14378.0,131.25,57,1,9,Low Value
14379.0,1265.16,712,4,95,Medium Value
14380.0,48.96,1,1,1,Low Value
14381.0,625.94,449,2,104,Low Value
14382.0,1193.63,1667,2,227,Medium Value
14383.0,1247.69,817,3,49,Medium Value
14384.0,58.5,30,1,3,Low Value
14385.0,202.11,159,3,13,Low Value
14386.0,142.4,54,1,7,Low Value
14387.0,1727.6,795,3,125,Medium Value
14388.0,6388.2,4190,16,200,High Value
14389.0,1898.01,1388,5,52,Medium Value
14390.0,6150.03,2830,13,202,High Value
14391.0,135.6,168,1,14,Low Value
14392.0,266.4,114,1,14,Low Value
14393.0,67.95,13,1,5,Low Value
14394.0,93.8,58,1,6,Low Value
14395.0,7801.93,3872,20,332,High Value
14396.0,1969.38,959,7,201,Medium Value
14397.0,2612.96,1890,19,18,Medium Value
14398.0,707.79,267,2,50,Low Value
14399.0,2108.21,965,8,121,Medium Value
14400.0,1732.47,1706,3,71,Medium Value
14401.0,6795.9,6401,22,174,High Value
14402.0,285.6,240,1,8,Low Value
14403.0,1880.51,737,6,20,Medium Value
14404.0,2724.13,1577,13,126,Medium Value
14405.0,195.0,100,1,2,Low Value
14406.0,156.75,77,1,8,Low Value
14407.0,2157.73,1415,6,67,Medium Value
14408.0,4102.27,2438,11,65,Medium Value
14409.0,3427.29,2233,9,80,Medium Value
14410.0,2631.9,1369,11,308,Medium Value
14411.0,1063.0,196,1,14,Medium Value
14412.0,1426.19,1428,3,75,Medium Value
14413.0,764.52,277,4,95,Low Value
14414.0,2399.33,2877,8,99,Medium Value
14415.0,11980.09,6263,23,493,High Value
14416.0,490.22,326,2,13,Low Value
14417.0,524.65,543,1,106,Low Value
14418.0,1937.25,1711,3,114,Medium Value
14419.0,1254.64,552,7,118,Medium Value
14420.0,1639.17,1120,4,86,Medium Value
14421.0,2469.37,1342,6,78,Medium Value
14422.0,10271.52,6067,19,327,High Value
14423.0,916.61,419,3,12,Low Value
14424.0,322.08,48,1,1,Low Value
14425.0,661.39,325,3,37,Low Value
14426.0,11727.94,7023,17,468,High Value
14427.0,1263.52,538,4,43,Medium Value
